model,seed,parameters,best_epoch,valence_ccc,arousal_ccc,mean_ccc,valence_rmse,arousal_rmse
dual_split,1337,329602,34,0.30398690700531006,0.736075222492218,0.520031064748764,0.2913044258149443,0.20991007166545828
dual_split,2026,329602,5,0.19477583467960358,0.6792083382606506,0.4369920864701271,0.3013094314540801,0.23372764991813058
dual_split,31415,329602,23,0.2603442072868347,0.7295040488243103,0.4949241280555725,0.2968228695926248,0.2140391803485908
